,$\lambda$,$\lambda$,$P[\mathrm{X}]$,$P[\mathrm{X}]$,$\mathrm{X}_{\mathrm{DI}}$,$\mathrm{X}_{\mathrm{DI}}$,$P[\mathrm{PM}]$,$P[\mathrm{PM}]$,$\mathrm{PM}_{\mathrm{DI}}$,$\mathrm{PM}_{\mathrm{DI}}$,$Mode$,$Mode$,$\epsilon_N$,$\epsilon_N$,$\lambda$,$\lambda$,$P[\mathrm{X}]$,$P[\mathrm{X}]$,$\mathrm{X}_{\mathrm{DI}}$,$\mathrm{X}_{\mathrm{DI}}$,$P[\mathrm{PM}]$,$P[\mathrm{PM}]$,$\mathrm{PM}_{\mathrm{DI}}$,$\mathrm{PM}_{\mathrm{DI}}$,$Mode$,$Mode$,$\epsilon_N$,$\epsilon_N$,index
0,0.0,1.0,-1.2680477745338632,0.22546375390523915,-1.3814751612346023,0.18878362814452157,0.7113345178832712,0.4885604905939098,1.8163470765127716,0.09078567800502134,-2.6657019757893967,0.018454297047638128,-1.1246489046901553,0.2796510307987022,-1.6794655003616594,0.11523034642177449,-0.6003144230321563,0.5578898973373579,-0.13719809781031267,0.8928277870134169,-1.9959422990779676,0.06577252305967457,-2.9492762535174255,0.010561009400627114,1.7014169397723689,0.1109580361794885,-0.3114095722548929,0.7600781640281123,$\lambda$
1,1.2680477745338632,0.22546375390523915,0.0,1.0,-0.1490394456558525,0.8836481014070687,2.322719729147608,0.03577354764502705,3.438444684977228,0.00399540448982653,-1.5928362469114854,0.13351744499891646,0.17186416450703773,0.8660038675850603,-0.577875889322431,0.5725259760912702,0.8240260547491995,0.423741378966661,1.2755774764671113,0.2228645385368581,-0.6769451727300339,0.5094722241325127,-1.8014178785921402,0.09320735174422543,3.2760169659574254,0.005519481449771419,1.156392591629329,0.2668730109866301,$P[\mathrm{X}]$
2,1.3814751612346023,0.18878362814452157,0.1490394456558525,0.8836481014070687,0.0,1.0,2.4067200472645554,0.030474048846367167,3.4730717781910023,0.003729580537556831,-1.4331849872766658,0.1737580444258792,0.31901836095386854,0.7544226679291642,-0.4351467843571325,0.6700891323947602,0.9613777266377908,0.352673728082168,1.396558924967673,0.18429435230984384,-0.5016241549026061,0.6237276684326445,-1.6237812686498114,0.12671638198129226,3.320616209939923,0.005050791190363385,1.2844662105861218,0.219826882575935,$\mathrm{X}_{\mathrm{DI}}$
3,-0.7113345178832712,0.4885604905939098,-2.322719729147608,0.03577354764502705,-2.4067200472645554,0.030474048846367167,0.0,1.0,1.7697801095589294,0.09853005788812325,-3.684002876415695,0.002453836645818661,-2.1867167069877405,0.0462363728855304,-2.5669316079071662,0.02237016595374021,-1.7021189724137566,0.11082372042484014,-1.0456648120552772,0.31343502245523663,-3.3635361553565106,0.0046373775174904505,-4.171118080624934,0.0009420129249239493,1.5501705002138242,0.14340639179603903,-1.3670556303253822,0.19315847689526253,$P[\mathrm{PM}]$
4,-1.8163470765127716,0.09078567800502134,-3.438444684977228,0.00399540448982653,-3.4730717781910023,0.003729580537556831,-1.7697801095589294,0.09853005788812325,0.0,1.0,-4.5582647321620415,0.00044659925459203875,-3.3432677502956243,0.004828207060255919,-3.4694900747949093,0.0037562313408109615,-3.0675330327785666,0.008353974532962596,-2.383435890742713,0.03186314475636382,-4.563376127231756,0.00044226666803381807,-5.136862216178248,0.00015109525454057567,-0.09729975776854861,0.9238675944152337,-2.8132685156912163,0.013814687399154504,$\mathrm{PM}_{\mathrm{DI}}$
5,2.6657019757893967,0.018454297047638128,1.5928362469114854,0.13351744499891646,1.4331849872766658,0.1737580444258792,3.684002876415695,0.002453836645818661,4.5582647321620415,0.00044659925459203875,0.0,1.0,1.7627709217874805,0.09974510823610173,0.9270802157772833,0.36959220700053186,2.399541947586187,0.030896021071919806,2.7616416110114987,0.015291318400360064,1.0725174105754272,0.3016279482626783,-0.08362240621706099,0.9345405929120212,4.426512451756853,0.0005747485350723371,2.696145863109075,0.017387374110130117,$Mode$
6,1.1246489046901553,0.2796510307987022,-0.17186416450703773,0.8660038675850603,-0.31901836095386854,0.7544226679291642,2.1867167069877405,0.0462363728855304,3.3432677502956243,0.004828207060255919,-1.7627709217874805,0.09974510823610173,0.0,1.0,-0.7360429666925309,0.4738574392500705,0.6533273412358345,0.5241307380885594,1.1188110944080618,0.28205047348263473,-0.8726673952296959,0.39756501413455403,-1.9895117673580696,0.06654719078722024,3.174492361712404,0.006754610742135147,0.9910062560199107,0.33850237671364947,$\epsilon_N$
7,1.6794655003616594,0.11523034642177449,0.577875889322431,0.5725259760912702,0.4351467843571325,0.6700891323947602,2.5669316079071662,0.02237016595374021,3.4694900747949093,0.0037562313408109615,-0.9270802157772833,0.36959220700053186,0.7360429666925309,0.4738574392500705,0.0,1.0,1.3231969043598495,0.20697442622830048,1.702466922027926,0.11075720206989208,0.013428033200953218,0.9894757833298289,-1.0645427273228658,0.30509965836509095,3.351226823046932,0.004752351185906337,1.6079882941754227,0.13014909612230172,$\lambda$
8,0.6003144230321563,0.5578898973373579,-0.8240260547491995,0.423741378966661,-0.9613777266377908,0.352673728082168,1.7021189724137566,0.11082372042484014,3.0675330327785666,0.008353974532962596,-2.399541947586187,0.030896021071919806,-0.6533273412358345,0.5241307380885594,-1.3231969043598495,0.20697442622830048,0.0,1.0,0.5315966270819573,0.6033387806880219,-1.6359256872943537,0.12413013776700114,-2.7076136547478296,0.017001212678159395,2.861109731676865,0.01257135023151147,0.36135353251344804,0.7232302506727746,$P[\mathrm{X}]$
9,0.13719809781031267,0.8928277870134169,-1.2755774764671113,0.2228645385368581,-1.396558924967673,0.18429435230984384,1.0456648120552772,0.31343502245523663,2.383435890742713,0.03186314475636382,-2.7616416110114987,0.015291318400360064,-1.1188110944080618,0.28205047348263473,-1.702466922027926,0.11075720206989208,-0.5315966270819573,0.6033387806880219,0.0,1.0,-2.10258307169393,0.054074071221135986,-3.0964045602122727,0.007888525129697288,2.210517117287632,0.044219359639396695,-0.19627390246476314,0.8472163165067832,$\mathrm{X}_{\mathrm{DI}}$
10,1.9959422990779676,0.06577252305967457,0.6769451727300339,0.5094722241325127,0.5016241549026061,0.6237276684326445,3.3635361553565106,0.0046373775174904505,4.563376127231756,0.00044226666803381807,-1.0725174105754272,0.3016279482626783,0.8726673952296959,0.39756501413455403,-0.013428033200953218,0.9894757833298289,1.6359256872943537,0.12413013776700114,2.10258307169393,0.054074071221135986,0.0,1.0,-1.252635040022978,0.23085898632610483,4.34606005691009,0.0006710756211407425,2.015699838989026,0.06344367956182378,$P[\mathrm{PM}]$
11,2.9492762535174255,0.010561009400627114,1.8014178785921402,0.09320735174422543,1.6237812686498114,0.12671638198129226,4.171118080624934,0.0009420129249239493,5.136862216178248,0.00015109525454057567,0.08362240621706099,0.9345405929120212,1.9895117673580696,0.06654719078722024,1.0645427273228658,0.30509965836509095,2.7076136547478296,0.017001212678159395,3.0964045602122727,0.007888525129697288,1.252635040022978,0.23085898632610483,0.0,1.0,4.970767332713672,0.00020536223485949833,3.042057819629679,0.008787190918914467,$\mathrm{PM}_{\mathrm{DI}}$
12,-1.7014169397723689,0.1109580361794885,-3.2760169659574254,0.005519481449771419,-3.320616209939923,0.005050791190363385,-1.5501705002138242,0.14340639179603903,0.09729975776854861,0.9238675944152337,-4.426512451756853,0.0005747485350723371,-3.174492361712404,0.006754610742135147,-3.351226823046932,0.004752351185906337,-2.861109731676865,0.01257135023151147,-2.210517117287632,0.044219359639396695,-4.34606005691009,0.0006710756211407425,-4.970767332713672,0.00020536223485949833,0.0,1.0,-2.5996091141153954,0.02099329849464579,$Mode$
13,0.3114095722548929,0.7600781640281123,-1.156392591629329,0.2668730109866301,-1.2844662105861218,0.219826882575935,1.3670556303253822,0.19315847689526253,2.8132685156912163,0.013814687399154504,-2.696145863109075,0.017387374110130117,-0.9910062560199107,0.33850237671364947,-1.6079882941754227,0.13014909612230172,-0.36135353251344804,0.7232302506727746,0.19627390246476314,0.8472163165067832,-2.015699838989026,0.06344367956182378,-3.042057819629679,0.008787190918914467,2.5996091141153954,0.02099329849464579,0.0,1.0,$\epsilon_N$
